headlines,word_count
yanga kupindua matokeo kibabe,4
wema sitaki salamu hamisa mobeto,5
serikali kuchunguza ukarabati shule kongwe,5
kocha simba atimka,3
kotei kutua yanga soma tetesi zote usajili zinazohusu usajili bongo,10
kesi akina mbowe kusikilizwa mfululizo,5
jaji mkuu hataki kuzungushwa nakala hukumu,6
jenerali mwamunyange akabidhiwa kero maji,5
…aagiza mamlaka kushughulikia ‘ugoigoi’ ajali moro,6
mayanja kessy hatoiathiri simba,4
yuda thadey mlemavu vipaji lukuki anayewika mwanga,7
faina awania urais zfa,4
benki im yatia fora sabasaba,5
wafuasi chadema washikiliwa polisi,4
yanga yaionya simba,3
kamwelwe taa jipangeni kukabili virusi corona,6
moi wafanya upasuaji uti kibiyongo,5
wafariki dunia ajali jpm awalilia,5
kijichi kucheza ligi kuu zanzibar,5
mgomo wafanyakazi wavuruga safari ndege nairobi,6
beyonce alivyoipa heshima lugha kiswahili,5
mkwamo mwingine shughuli serikali wanukia marekani,6
ndayiragije tuko tayari kuivaa simba,5
rose muhando matatani,3
taasisi yaipa tbl tuzo bora uajiri,6
upembuzi yakinifu kupanua kiwanda uko vizuriksc,6
mwanza waziri aagiza wananchi wapimiwe ardhi haraka,7
waziri mkuu india kuipatia uganda mashine saratani,7
demu chris brown atoka nyota man united,7
serikali yapongezwa ushindani kibiashara,4
mvua yavunja mchezo man united man city,7
utalii wachangia trilioni pato taifa,5
uganda kuanza kuchapisha sarafu,4
real madrid kumnyatia harry kane,5
tra wafanyabiashara lipeni kodi,4
jeshi ulinzi wananchi waenda sudan kulinda amani,7
hulka kusikiliza maoni huanzia familia,5
bss leo leo,3
mkapa kuzindua filamu dcb,4
majasusi marekani waficha siri kifo mtoto osama,7
mtaji soko dse washuka,4
simba yanga kuumana oktoba,4
rais ali bongo kurejea gabon wiki ijayo,7
video baba diamond atia neno birthday mama diamond tanasha,9
mkandarasi amkera jafo,3
umeme sola unavyompa heshima akon barani afrika,7
bunge lapiga kura kumtimua gavana waititu kenya,7
polisi hawatowi fedha kununua chakula mahabusu waziri,7
kampuni india kutoa bil mradi maji,6
thbub chadema thrdc wamtaka igp atafute kiini,7
yanga ishindwe yenyewe,3
balozi simba bado nafasi,4
utafiti vvu vichanga wafanikiwa,4
diaspora waomba kujenga daraja dar zanzibar,6
amber lulu amtambulisha mpenzi mpya,5
afcon manchester city yampongeza mahrez kuichapa kenya,7
mtuwasa kukusanya madeni kielektroniki,4
uwanja ndege kivutio biashara lindi,5
idadi wanaopata mimba shule yapungua,5
amini kutoa albamu mkewe,4
tma yaeleza sababu kuchelewa mvua,5
rais ateta wakuu mikoa,4
kampuni zatamani kuingia ubia atcl,5
madiwani watimua watumishi wawili,4
woods kurejea uwanjani karibuni,4
rubani kijana mtanzania anayeishusha airbus dar,6
takukuru yazimulika kampuni zilizolipwa fedha hewa,6
yanga azam fc moto viwanjani leo,6
ccm tanga wampiga nundu kijembe,5
waziri mpina zawadi krismasi mwaka mpya wafugaji wavuvi,8
mbunge viwanda korosho vifufuliwe,4
shein ataka timu watoto ziendelezwe,5
grace products yatoa msaada albino dar,6
mawakili maofisa sheria serikali waombewa posho,6
umasikini mimba vyatajwa wasichana kuacha shule,6
wasichana lindi karatu kupewa nguo,5
kerr ampa jukumu zito hanspope simba,6
chipukizi bhoke atoka naipenda,4
china wafanikiwa kupandikiza kichwa mtu mwili tofauti,7
tawa yachangia ujenzi hospitali serengeti,5
maelfu wafurika kupata bure huduma afya simiyu,7
un yaiwekea vikwazo vikali korea kaskazini,6
kijana mbaroni kubaka kuua ajuza,5
tngp yalia magumu wanawake,4
nicolas cage amuacha mkewe,4
ligi rollball kizungumkuti,3
deni bil lakosesha wananchi maji,5
bil kuongeza faru weusi,4
zawadi dotto aibuka mshindi miss albino mwanza,7
kinasababisha msongo mawazo,3
burundi waipania taifa stars,4
serikali yatoa mafunzo umahiri mabaharia,5
kocha alliance afurahia ushindi,4
aussems aihofia azam,3
watoto wafanyiwa upasuaji masikio mnh,5
tatizo taulo kike latesa wanafunzi maswa,6
simbachawene amswekea mkandarasi,3
yanga yakoleza utamu mbio ubingwa,5
daktari aeleza mahakama adhabu ilivyosababisha ulemavu mgongo mwanafunzi,8
korosho yahofiwa kuuzwa holela tunduru,5
waziri mkuu kuanza ziara nne kigoma leo,7
tpc yafungua vituo kubadilisha fedha,5
watuhumiwa mauaji kibiti wakamatwa,4
mufti atoa tamko tukio kuchanwa quran,6
sina mpango kurudi yanga okwi,5
wataalamu afya kuanza kusajiliwa kupewa leseni kutambulika,7
tma yatahadharisha kutokea vimbunga pacha bahari hindi,7
rc aiundia tume tarura ubovu barabara,6
‘walimu marufuku kuvaa vimini’,4
jumba ghorofa saba laporomoka kenya,5
dennis akomba milioni tmt,4
bariadi wapewa mashine kusaidia wenye corona kupumua,7
wafanyabiashara wapatiwa elimu kodi ilala,5
yanga yampa zahera majukumu misri,5
kikwete uuguzi ukunga vitenganishwe,4
v money sijafikia robo malengo,5
museveni ayafunda makundi siasa kuhusu umasikini,6
mwandishi kabendera arudishwa rumande,4
stand fc yang’ara ligi mabingwa moro,6
tra kuwashtaki wachina wanaokwepa kodi kariakoo,6
shirika lawapa wakulima mikopo milioni,5
mteule trump azidi kuandamwa kashfa unyanyasaji kijinsia,7
wanaume waambiwa wasimamie uzazi mpango,5
waamuzi kuchezesha mapinduzi,3
mtibwa azam mshikemshike leo,4
mabilioni wahujumu yatakavyojenga uchumi,4
wabunge wamlaumu amunike,3
watibiwa macho bure babati,4
madiwani wahama chadema,3
tgnp bajeti maji vijijini isipunguzwe,5
azam nafasi muhimu kileleni leo,5
tra wafanyabiashara lipeni kodi,4
mahakama yafuta dhamana mbowe matiku kurudi rumande,7
liberia washikwa hasira mamilioni serikali kutoweka,6
safari kafulila chadema – nccr – chadema – ‘ccm’,9
yanga yampongeza malinzi uungwana,4
marc waagizwa kusimamia fedha maji,5
ronaldo hatihati kuikosa michezo liga,5
uandikishaji mitaa ma rc chupuchupu,5
bil kutatua changamoto maji kanda ziwa,6
serikali yaibana tra uk fungiafungia holela,6
wangejielewa wasanii wetu wasingetumiwa wauza unga,6
kiapo ndoa pilipili chatikisa mwenyewe afurahia tuzo,7
waziri mkuu kufungua mkutano lapf,5
kmc wajipanga kimataifa,3
upelelezi ‘ndama mtoto ng’ombe’ haujakamilika,5
uongozi chadema walala jela,4
nick cannon kuvuruga ndoa mariah,5
nyalandutusigeuze siasa matibabu lissu,4
wakulima wanufaika mbegu kisasa,4
celine dion apiga shoo kufiwa mama,6
jpm awapangia vituo kazi mabalozi watatu,6
sekta tano zilizotikisa utawala jpm,5
yanga dhaifu simba imara,4
safari stars cosafa yaiva,4
shule serikali ubora,3
ubingwa yanga kubadili kanuni tff ‘kuipoza’ simba,7
pinda wajasiriamali waendelezwe,3
nyama baa hatari walaji – kituo,6
mars afurahia juxvanessa,3
hatari unayoweza kuipata unapotumia bidhaa plastiki,6
wanaogoma kuhamia vijijini waache kazijpm,5
mwanafunzi kike ajiua risasi,4
hospitali yakaribia kutibu saratani,4
azam kmc kuvaana kombe fa,5
serikali yaonya upotoshaji mitandao kijamii,5
card b ang’ara tuzo bet,5
﻿zahera agundua gonjwa jipya yanga,5
mungai kuagwa leo karimjee mwili sitta nao kuwasili nchini,9
wanaume wanaotoa talaka ‘papo hapo’ kufungwa jela,7
bmt yazuia uchaguzi tff,4
elimu kikwazo wagongwa kupata haki,5
wafanyakazi majumbani wamulikwa,3
jacqueline atoa onyo mali mengi,5
bunge latoa ahueni usajili walimu,5
watumishi mbaroni wizi milioni,4
snura aomba radhi,3
man city washinda rufaa kukipiga uefa mwakani,7
wabunge ccm wazidi kunyukana,4
makonda kuongoza kamati taifa stars,5
mchezo mchafu ukwepaji kodi,4
dar kuelimishwa athari mifuko plastiki,5
waziri mkuu toeni taarifa ajira robo mwaka,7
kavumbagu hauzwi hall,3
zahera kwisha habari,3
kesi chaneli visimbuzi kuunguruma,4
wanafunzi kuchuana tafiti kisayansi,4
sputanza yajitosa nyosso,3
viongozi afrika amerika kusini wahudhuria ibada mazishi castro,8
simba kudai pointi fifa,4
wema sepetu mahabusu saba,4
zifahamu mbinu bora malezi –,5
mo ibrahim kiu kurejesha makali vpl,6
asas yamwaga vifaa kunawia mikono madereva bajaj kujilinda corona,9
wanaume hatarini kupata saratani matiti,5
van dijk ajipa tuzo ballon d’or,6
mdau maendeleo akabidhi msaada wanawake kiislam,6
kilimanjaro queensvs kenya fainali cecafa,5
magufuli agusa sakata makonda,4
yanga simba azam zatoa dozi vpl,6
stars kufa kupona,3
ufaransa ‘yafukuzwa’ libya,3
mwenyekiti ccm kizimbani rushwa,4
anayedaiwa kulewesha wanawake kuwabaka akamatwa,5
wajawazito chanzo utapiamlo watoto,4
uhakiki waokoa bilioni pembejeo,4
mwakyusa msifiche watoto walemavu majumbani,5
mume shilole akana kumpiga,4
urafiki mazoea vyawaponza wachezaji prisons,5
ahukumiwa miaka miwili jela kukeketa mtoto,6
majaliwa mgeni rasmi kuliko leo,5
uhuru akosolewa kuwapongeza polisi,4
waziri mkuu lesotho ashindwa kufika mahakamani kushtakiwa mauaji mkewe,9
nabl mji unaongoza paka kuliko,5
mwanasayansi mkongwe australia ‘kujiua’ uswisi,5
majaliwa wauzieni mbolea wakulima bei elekezi,6
mechi mpira iliyosababisha vita,4
maganga awaonya wachenjuaji kemikali,4
viongozi dini watembelea songosongo,4
kachero polisi auawa majambazi,4
spika ataja watoro bungeni lema aongoza,6
wiki machozi,2
serikali yatoa kauli tahadhari shambulio dar,6
madiwani wadai fedha zao zilizoanzisha kampuni nyama badala machinjio,9
bandari tanga yatumika mafuta zambia rwanda,6
kiswahili chapendekezwa kutumika ukanda maziwa makuu,6
morocco yamtimua kocha zaki,4
tanesco yatekeleza miradi,3
pluijm aanika kilichowamaliza tanga,4
wachina wanavyobandika nembo china bidhaa kibaha,6
aliyemjeruhi rais brazil agundulika matatizo akili,6
kili yatangulia robo fainali z’bar yatoka,6
samia aitaka tra kuacha vitisho ukusanyaji kodi,7
mshiriki uganda ajiondoa maisha plus,5
utafiti wafichua ukubwa maambukizi vvu mama mtoto,7
maandalizi fury klitschko yapamba moto,5
ajali yaua bukoba,3
mbosso amkana aslay r kelly anaswa,6
kocha sven alia walinzi simba,5
yanga inawaachaje township mfano,4
wanajeshi walioasi ivory coast waondoka bouake,6
tamisemi yapiga marufuku wakurugenzi,4
makonda awaomba viongozi dini kuombea watanzania,6
trey songz matatani,3
mahakama kuamua kesi vigogo chadema,5
kamata usizozijua kuhusu baunsa diamond platnumz,6
jpm ashusha nyundo aliowatumbua,4
punguzeni msinywe pombe joto,4
graca machel amlilia winnie mandela,5
mavunde aingilia sakata hoteli impala wafanyakazi,6
sheria zanzibar zahitaji kurekebishwa,4
bobi wine aamua kurudi uganda,5
mugabe alikufa saratani,3
medeama tunajua udhaifu yanga,4
smz fedha mfuko jimbo wananchi,5
etihad kupata mkurugenzi mpya,4
yanga azam zaelewa somo,4
australia yapata waziri mkuu mpya,5
bifu p square vyuma vimekaza,5
julio atamba mwadui itazinduka,4
wafanyabiashara wakumbushwa kulipa kodi,4
act wazalendo yamshangaa rc kagera,5
bodi korosho yahimiza watanzania kula zao hilo,7
karate kilimanjaro waomba msaada,4
maambukizi ukimwi yapungua,3
redknapp alikataa bao giroud,4
ronaldo aandaa nyumba bil watoto mapacha,6
rafael nadal atinga nusu fainali us open,7
bunge lapitisha sheria filamu,4
mke magufuli alazwa muhimbili,4
wabunge waridhishwa mabadiliko tbs,4
atcl kuanza safari johanesburg kesho,5
baraza biashara lasaidiwa kompyuta,4
biteko apokea ripoti uchimbaji masoko madini,6
mambo kumi muhimu simba yaichapa jkt ruvu,7
takukuru yataifisha nyumba walizojimilikisha watumishi,5
magongo matumaini kibao afrika,4
tyga nilikuwa tayari kumfanyia lolote kylie,6
jeshi lawalinda waandamanaji albashir agoma kung’atuka,6
china yaondoa mechi arsenal ratiba,5
mkapa hajajiuzulu kamaliza kazi,4
baba aua wanawe panga ajinyonga,5
mbunge ahoji stars kufanya vibaya kimataifa,6
leicester city kumkosa vardy wiki mbili,6
wakulima wanufaika mbegu kisasa,4
dk ndugulile watoto wamedumaa kina baba viribatumbo,7
matiko aieleza mahakama anavyomiliki silaha kihalali,6
wanafunzi waenda finland kushiriki kongamano mazingira,6
utafiti costech ulivyosaidia kupaisha mavuno wakulima,6
bunge lamuunga mkono magufuli,4
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
serikali kutoa tamko jipya ugonjwa dengue,6
viongozi dini waombwa mahubiri ebola,5
timu uganda zatua rwanda,4
taasisi china kufundisha kiswahili,4
mbunge adai kupapaswa,3
mwanafunzi kiume adakwa akiishi kinyumba,5
majaliwa jiepusheni kauli kupandikiza chuki,5
jeshi laingia kupambana virusi corona china,6
mfumo vifurushi bima afya yazinduliwa rasmi,6
eu kuendeleza utekelezaji makubaliano nyuklia iran,6
pluijm aelekeza mitutu msimbazi,4
bunge sheria iwangoe wasiotoa gawio,5
‘ofisi wakili mkuu serikali haijavunja katiba’,6
bendera amshukia filbert bayi,4
safari sarafu afrika mashariki yaiva,5
bocco aiweka yanga kiporo,4
mchezaji gani huenda akahamia klabu mpya januari,7
kigogo aliyekwenda spika bandarini afukuzwa,5
afcon fainali senegal vs algeria tff wasamehewe amunike,8
mwanafunzi ajishindia kitita milioni,4
ccm yaigaragaza chadema monduli,4
madereva malori watakiwa kuchukua tahadhari,5
bayport kuendelea kukopesha viwanja,4
takukuru yanasa diwani mtendaji rushwa,5
haya ndiyo maisha samatta afunguka hatma villa ikishuka daraja,9
samatta ashangazwa kuhusishwa as roma,5
spika ndugai nitapeleka barua nec,5
ummy ashangaa ukimya wazazi watoto wakilawitiwa,6
wanafunzi hewa wagundulika nchini,4
nmb yatoa misaada sh milioni,5
wapigwa msasa kubadili dodoma kitovu biashara,6
polisi tazara yaonya wahalifu,4
jpm amduwaza xi jiping habari kasi maendeleo,7
…wakishinda tumekwisha omog,3
morales asema yuko tayari kurejea nchini mwake,7
kivuko mv nyerere kimezama,4
arusha city mambo safi,4
honeymoon kufanya kazi waigizaji nigeria,5
serikali moshi yawaonya wavamizi,4
nape kuzindua video sizonje leo,5
papa francis ziarani japan,4
viwanda ajira nyingi zitatokana viwanda kuzalisha mkataba,7
chuki iliyokuwepo pemba haipo,4
majeruhi ajali moto waliolazwa muhimbili hawajitambui waliofariki wafikia wanane,9
ligi kikapu mwanza yatinga nusu fainali,6
‘walimu elimu awali wanatumia uzoefu kufundisha’,6
rais iran alia vikwazo marekani,5
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
kiu damu,2
wakabidhiwa magari ushindi,3
askofu mkuu amtaka papa francis ajiuzulu,6
kardinali pengo agawa majukumu,4
maonesho vyuo vikuu yakuna wahitimu kidato sita,7
nape aonya siasa mbeya city,5
nondo apata dhamana,3
kocha stars atetea kichapo,4
wachina mbaroni udanganyifu,3
watumiaji facebook whatsapp kutozwa kodi uganda,6
azam yamwaga mabilioni tenda kuonyesha ‘live’ ligi kuu,8
﻿samia ongezeko changamoto mazingira,4
waziri ataja mwarobaini ajali magari serikali,6
ttcl kuimarisha huduma simu,4
who yasisitiza hakuna ebola,4
unavyoweza furaha kubadili fikra zako,5
jpm aagiza upanuzi hospitali wilaya chato uanze haraka,8
waziri atimua wataalamu ‘kushindwa kazi’,5
﻿ndalichako aunda kamati kumfuatilia mkandarasi,5
icc yazinyooshea kidole israel hamas,5
vifo corona vyazidi marekani,4
caf yaishika pabaya yanga,4
wakulima chai njombe kunolewa jambo jema,6
tol gases yatoa gawio bilioni wanahisa,6
graca machel tuwaenzi mashujaa wetu wakiwa hai,7
marehemu dk mengi kuadhimishwa kipekee,5
tra wafanyabiashara lipeni kodi,4
wizara vyuma kukaza uchumi mzuri,5
﻿kanisa katoliki lafichua jina mshindi urais drc,7
katoliki wafanya mabadiliko maeneo nane kukabili corona,7
yanga yashushwa shirikisho,3
eac yaongeza kasi kutengeneza magari,5
wafanyabiashara kortini kemikali,3
jkci mfano afrika mashariki,4
simbachawene ataka taasisi kupanda miti,5
tamasha utamaduni arusha wiki ijayo,5
shaka uvccm jiko kupika viongozi,5
mawaziri nchi sadc wapinga mikataba kandamizi,6
kumradhi wema sepetu,3
iran yamkana rais trump,4
mwakyembe aomba radhi mashabiki,4
august alsina apata nafuu,4
tma yaanza safari mpya,4
sirro awaonya wanaozusha taarifa uongo,5
tra kuajiri wowote kuanzia,4
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
amuua mkewe wivu mapenzi,4
wazawa wanamiliki miradi,3
wapinzani kenya waahidi kushirikiana,4
wakulima wagawiwa mbegu,3
mhadhiri ajitosa kumvaa museveni mwaka,5
wadau haki binadamu waitaka mahakama kumpa dhamana nondo,8
mpinzani putin aachiwa huru jela,5
manyika atoa changamoto makipa wanawake,5
njia hizi kiswahili kitapiga hatua,5
hospitali yakosa majokofu kuhifadhi maiti,5
simba yajiandalia sherehe utaifa,4
mchimba shimo huingia mwenyewe,4
waislamu jiepusheni migogoro misikitini shein,5
jafo awapa maded wakopaji,4
kerr aanza visingizio,3
mgonjwa ukimwi athibitishwa kupona,4
bocco moris watemwa safari burundi,5
nyuma pazia ‘kabla kikao’ marais korea kaskazini kusini,8
kifo katibu mkuu un kuchunguzwa,5
precision air kujiimarisha,3
serikali yataka usindikaji uongezwe,4
pwani kiwanda mabasi,3
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
mradi bomba mafuta kutekelezwa septemba,5
shahidi aeleza alivyomkuta dari mshtakiwa dawa kulevya,7
mtoto akutwa virusi corona,4
maambukizi kifua kikuu yamepungua – ummy,6
acacia wakiri makinikia yamewatikisa,4
polepole viongozi ccm msiwe chanzo migogoro,6
matola amkalia kooni pluijm,4
rais museveni alia mauaji,4
mamilioni dola aliyowekeza magufuli yatoa ajira,6
korea kaskazini yatoa sababu kulipua ofisi,6
ded atamani kuacha alama bagamoyo,5
kwanza alexander song afunguka kilichomtoa arsenal,6
‘rushwa dhambi msitoe wala kuipokea’,5
simba kumshitaki singano,3
yatawale mapenziyasikutese kamwe,3
ancelotti atamba kuipeleka everton champions league,6
matic afunguka sababu kufungwa everton,5
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
majaliwa ataka tanesco kuharakisha umeme ruangwa,6
hanspope mbaroni dar,3
kocha simba sc kutangazwa leo,5
rpc arusha kutoa vifaa taekwondo mabingwa,6
madeni walimu bil yawasilishwa tamisemi,5
kampuni aar yapongezwa huduma bora,5
rt yamsimamisha kocha riadha,4
eac yatajwa jumuiya bora afrika,5
dodoma kuanza wilaya tatu uboreshaji daftari wapigakura,7
mapya corona,2
wauguzi watakiwa kuchukua tahadhari corona,5
unywaji maziwa huzuia maumivu misuli,5
wanajeshi kuzichapa raia agosti,4
mtoto michael jackson amwanika mpenzi,5
abc oilers zajikita kileleni ligi kikapu,6
waziri lukuvi atoa ufafanuzi bomoabomoa,5
mkurugenzi kampuni uwindaji ashikiliwa takukuru,5
mchele wapanda bei dar,4
kauli rais magufuli kuhusu ligi yafufua matumaini ubingwa simba msimu,10
african lyon yarejea ligi kuu bara,6
twiga stars yakamilisha ratiba,4
kizimbani kubaka kulawiti mtoto miaka tisa,6
yaongoza ukuaji uchumi sadc,4
‘mkimbizi’ korea kaskazini ‘ashinda’ urais kusini,6
takukuru yawaita wanasiasa walioanza kutoa zawadi kushawishi wapigakura,8
mpina atangaza mageuzi mifugo uvuvi,5
vifo ajali bodaboda vyapungua,4
bosi mamlaka maji asimamishwa kazi,5
fundi viyoyozi ashinda mil vodacom,5
stand united wamfagilia ubwa chanongo kufuzu,6
waziri ajira afya zinakuja,4
rihanna usimwamini mtu miaka,4
yanga ‘yawapa’ fedha wachezaji coastal,5
zitto aelezea simu ilivyodukuliwa ataka msaidizi aliyetekwa aachiwe,8
fedha mafisadi kujenga barabara hospitali,5
nape miradi mikubwa inaigharimu serikali,5
taiwan wapinga ndoa jinsia,4
azam yakata tamaa ubingwa,4
diamondi adhihirisha babalao tuzo caf amchezesha yope sadio mane liverpool,10
bin kleb aitisha simba,4
matibabu schumacher yafikia bilioni,4
van der sar amaliza soka heshima,6
upe moyo thamani halisi inavyotakiwa,5
diamond atangaza kufanya kufuru tandale mwaka,6
idris awakwepa washiriki bba dar,5
ulaya china kulinda mkataba paris,5
mkurugenzi akosoa ugawaji vitambulisho ujasiriamali,5
mourinho anabebwa takwimu timu guardiola ana tabia binafsi,8
yanga shangwe kumaliza wiki,4
tanesco yajizatiti kuhudumia uwanja ndege msalato,6
codeine dawa tamu kutibu kifua iliyogeuzwa ‘cocaine’,7
serikali kupinga uamuzi mahakama kuu,5
mufti awatuliza waislamu dhidi aliyechana quran,6
tpb wanoa mawakala,3
igp sirro ateua msemaji mpya polisi,6
watumishi wapewa warudishe bil,4
mpakistani kortini rushwa mtumishi tra,5
sweden kushirikiana kupata haki,4
obama afurahishwa maendeleo kisiasa kenya,5
takukuru yamsaidia mstaafu kulizwa wakopeshaji mtaani,6
waziri nape anunua albamu sh mil,6
yanga uturuki yaitisha medeama,4
machinga mwanza wampongeza jpm,4
repoa crdb kufanya utafiti kuboresha huduma wateja,7
cuf maalim wakesha wakilinda ofisi z’bar,6
hatma mali vigogo mikononi mwa jpm,6
maji yafunika mashamba dodoma,4
yahitaji sera madini itakayonufaisha taifa,5
